34612,34979,2.4
20571,4865,2.89292
38308,11895,0.6
33641,3,739.14106
40440,4865,1.44646
37027,495,0.940199
15764,3,3095.4244
33614,26970,3750
36594,46831,0.6
24570,3972,9.6
11733,3,21.6969
25364,4067,0.72323
37490,18067,0.075
24884,4865,1874.031
3807,44270,0.275
38308,11895,2.4
36594,46831,0.15
1845,52766,2.1769223
14700,18640,15
20571,4865,0.361615
36594,43978,0.15
4865,40440,1.44646
7079,11080,2.3115343
5255,3,794.8297628
410,25183,2892.92
25364,4067,0.72323
40563,3,48.962671
24664,37490,0.72323
11895,22098,2.4576
382,5296,106.636882
4980,38,5869.373065
35485,38,0.72323
33614,19987,1500
3807,52917,0.3072
10393,40,0.671
27222,11,1.1
20274,38,16149.72589
33798,3,7145.5124
25364,4067,1.44646
20219,37490,2.4576
34105,29135,15
53244,14553,285.75
39928,31112,0.0576
25364,4067,0.72323
40017,38,6353.57555
49095,38,7.2323
33185,7,2813.76
38308,11895,0.6
194,46649,0.768
8915,3,181.603053
46831,36594,0.15
20571,4865,0.72323
20375,38,129.024232
218,50625,12.03111
98,10353,8.6565
52376,44270,66.9422105
33027,20219,1.2
1845,26468,0.899618565
12377,34612,2.89292
24581,15691,1038.22
36594,43978,0.3
46831,36594,0.3
7079,22831,1.2238675
14605,4754,45.99099999
34615,70,7.2323
46831,36594,0.3
52376,44270,0.55
450,101,1.164
66465,3972,9.6
46831,36594,0.3
34729,9508,0.011
36594,46831,1.2
14795,3,0.072323
40440,4865,0.72323
21598,18584,0.006349644
15857,19886,150
10308,37490,0.6144
54035,38,5424.225
10470,38,239.606099
22098,11895,0.15
28013,70,79.5553
35321,56459,0.00765
48768,38,20.105794
4353,14553,12024
25364,4067,0.72323
40440,4865,2.89292
33027,20219,0.3
14028,3,723.5192848
33027,37490,0.6144
16907,3,7217.907723
52376,44270,0.275
33027,20219,2.9740131
5611,42,0
39761,3,16.63429
4606,38,36.1615
33027,37490,0.0768
10308,18067,0.075
31589,816,6595.0272
40440,4865,0.72323
12844,11895,1.2
22098,11895,0.3
4754,47,7.4
52376,44270,4.4
2536,38,6509.07
15380,44338,0.15
1845,51817,0.0072323
29135,1206,150
10810,24,3407.3952
1845,67120,2.900145068
8706,2337,1079.927036
22098,11895,0.3
37490,24664,0.72323
29135,11850,300
5848,29135,1127.55
25364,4067,0.361615
35096,38,3471.503993
194,8754,0.0384
897,3079,9.817648
289,20219,788.3207
38308,11895,0.3
15896,5218,0.96
15764,3,723.23
11895,22098,0.6
52376,44270,2.2
17088,24,264.96
29861,52917,9.8304
47202,42,300
11895,22098,14.35658117
14406,5685,7.5
37027,495,0.72323
37490,18067,0.3
3807,52917,19.6608
3807,44270,0.275
12844,11895,9.6
33027,37490,2.4576
3807,44270,2.2
4756,1116,0.009
25364,4067,0.72323
218,9119,0.311428
4353,14553,6012
25183,24748,1501.5
40,3325,5785.84
3807,52917,4.9152
748,38,21696.9
46831,36594,0.3
33027,37490,0.6144
35321,37201,0.00765
4794,38,21.6969
38183,14553,63.3
36594,46831,4.8
1845,31078,216.969
22098,11895,0.3
36812,3,361.615
39928,33742,0.0096
66319,3,72.323
29975,3,1484.508928
39928,14099,0.0192
9235,9236,0.72323
11895,22098,0.3072
31576,70,506.261
35321,59978,0.00765
40440,20571,0.72323
9508,34729,1.0978
515,19642,539.25
39928,25937,0.7872
14028,3,1446.46
8243,38,81.652667
29861,52917,1.2288
3807,52917,9.8304
9524,68,5760
1010,38,723.23
16508,3,0.1952721
4865,40440,0.72323
46831,36594,0.3
22098,11895,0.6
20571,4865,0.72323
10540,38,1482.621493
20571,4865,5.78584
52376,44270,4.4
25364,4067,0.361615
22098,11895,0.6
2439,25183,3182.645931
39928,31053,0.3072
13787,5685,45
43978,46831,0.15
25364,4067,0.72323
15896,5218,0.96
8498,3,0.1663429
36594,46831,0.6
3807,52917,9.8304
47522,194,1043.52
26705,29135,7.5
15195,29135,3007.5
12844,11895,2.4
53551,495,5785.84
40563,3,238.0077607
43978,36594,0.15
40017,14553,5310.885
12377,34979,0.3
37490,18067,0.15
46831,43978,0.15
3807,44270,0.275
253,3079,322.8
2576,26001,38.8
3807,52917,1.2288
1845,10289,289.292
10327,13565,0.072323
52376,44270,2.2
15896,5218,0.96
20571,40440,1.44646
8706,4945,3688.472993
52376,44270,1.1
810,3,312.43536
3807,52917,9.8304
52492,3,2414.956394
21138,14553,1.8
10308,18067,0.01875
10345,10978,0.029587339
20571,4865,1.44646
66465,3972,9.6
33614,27798,300
19748,38,506.261
14028,38,528.970422
20219,101,7.2323
64016,44550,450
10308,37490,0.1536
3807,44270,0.55
17471,14553,75.3
20571,40440,5.78584
43978,36594,0.15
36594,46831,0.3
9590,42,1022.25
12844,11895,1.2
11145,42,0.45
29135,5633,1.5
34979,11895,49.6275
25364,4067,0.72323
20571,40440,2.89292
12844,22098,0.6144
33027,37490,0.1536
410,4754,35.293624
38308,11895,0.3
9395,68,6097.44
10308,18067,0.0375
33027,20219,0.3
38142,3,3616.15
14028,3,2169.69
25364,4067,0.72323
22098,11895,0.3
12844,11895,0.15
33798,6744,0.15
34417,68,101.3376
10308,18067,0.0375
25364,4067,0.72323
382,4514,0.0227
60329,29135,7522.5675
31181,29135,7.8
19621,38,450.57229
20571,4865,0.72323
28046,7,41.28
33614,3148,15
327,38,7.2323
25857,38,25.096081
19748,38,3616.15
816,12802,82.368
88,38,5785.84
52376,44270,1.1
12844,22098,1.2288
37490,18067,0.0375
4865,24884,2353.3725
52492,3,567.5382529
36594,46831,0.6
43014,5685,30
856,101,281.6525215
2054,170,0.45
46831,36594,2.4
12844,22098,2.4576
63259,137,461.1
48568,29135,1.35
22385,10514,300.6
25364,4067,0.72323
52376,44270,0.55
36674,632,0.049325
37084,38,2892.92
20571,4865,0.72323
7180,38,83.822357
60163,14553,45.3
7079,8969,0.077552
29135,67036,30
52376,44270,2.2
46831,36594,0.3
61813,101,7232.3
52376,44270,2.2
52796,400,1.591106
9094,3,3399.181
27222,11,5.5
410,3011,2169.69
29861,52917,2.4576
12844,22098,2.4576
19754,816,380.4384
20480,38,28.567585
10308,18067,0.075
20571,40440,1.44646
1926,11896,0.03
14028,38,1446.46
30727,38,0.72323
50302,38996,0.00765
289,15764,133.9132668
3807,52917,1.2288
1845,40828,0.0072323
1845,27483,0.065213649
10308,37490,0.6144
22484,14553,750
1845,22204,7.2323
40440,20571,1.44646
25364,4067,0.361615
29593,14553,473.9175
25364,4067,0.72323
36594,43978,0.15
38175,3,205.0356978
3807,44270,2.2
11895,22098,0.6
4865,20571,0.72323
35321,15192,0.00765
25364,4067,0.361615
40974,38,4.819402216
12844,11895,0.15
29861,52917,2.4576
13682,38,35.004332
4207,50641,0.003452
29861,52917,2.4576
10308,18067,0.23624985
49979,2437,103.68
35034,400,182.97719
33027,20219,4.8
33614,9690,750
25364,4067,0.361615
52376,44270,2.2
53561,22268,0.009865
3807,44270,2.2
4865,20571,1.44646
46831,36594,0.3
15539,11272,0.043646931
33027,20219,9.6
37490,24664,0.72323
20571,4865,0.72323
27222,11,1.1
11895,22098,0.6144
4865,20571,1.44646
36594,46831,0.3
13751,633,849.2166588
25364,4067,0.72323
1845,37084,3616.15
24987,68,1590.1536
25364,4067,0.72323
1845,11979,0.66898775
26013,21598,0.0657
25364,4067,0.72323
56731,24,1836.48
25364,4067,9.366486639
7092,6376,0.15
12844,22098,2.4576
12844,11895,0.3
24884,4865,1220.82
3807,52917,1.2288
18067,37490,0.1536
23342,38,14464.6
11895,22098,1.2288
11895,22098,0.3072
35321,2746,0.00765
63981,3,1.92
52376,44270,2.2
38316,38,83.243773
52492,3,2283.860852
39928,37190,41.1456
46831,36594,0.15
1007,38,4339.38
20725,30415,0.003
62584,38,72.323
37490,20219,0.6
3807,52917,2.4576
43978,36594,0.15
43384,5685,75
3807,44270,0.1375
36594,46831,0.15
14028,3,1627.2675
35321,43624,0.00765
39657,38,1084.845
11239,3,238.6659
20571,4865,0.72323
52376,44270,0.1375
810,3,249.008089
33027,37490,0.0192
20571,4865,1.44646
36594,46831,0.3
29861,52917,4.9152
61950,3,21696.9
13466,4206,8.63E-04
29077,38,51.132361
25364,4067,0.72323
25364,4067,0.361615
20571,40440,0.72323
48042,38,2448.85678
5093,645,330
17084,3,289.292
4298,29135,900
28615,5685,15
37490,24664,0.72323
25364,4067,0.72323
34808,47762,46.9632
25364,4067,0.361615
24664,37490,0.72323
52614,68,6240
39928,12268,0.8064
66951,14553,59.7
42,2369,75000
4865,40440,1.44646
1845,5727,965.5120428
4865,24884,1313.037
53832,40,0.45
55083,14553,60.3
26970,29135,4511.25
43978,46831,0.3
7973,29135,979.8
36594,46831,0.3
14358,38,136.039563
3807,52917,19.6608
70,7217,0.0445582
36594,43978,0.3
33027,20219,4.8
35045,3,255.30019
52376,44270,0.55
12844,22098,0.6144
46831,36594,0.15
25364,4067,0.72323
43335,14553,16.5
25748,25747,1.5
47815,24,7846.5312
8706,2337,5619.544508
11895,22098,0.3
971,17706,450.45
52376,44270,1.1
20571,4865,1.44646
58663,29135,2255.7
4507,29380,11.35
52376,44270,1.1
3566,11452,0.011
22098,11895,0.3
1845,63412,0.72323
39488,632,0.1973
34729,9508,0.011
11895,22098,4.9152
11895,22098,1.2288
11938,9649,723.23
23094,42,225
810,3,21.6969
3807,52917,19.6608
40440,4865,11.57168
11100,24269,0.74
3807,44270,2.2
11895,22098,0.6144
3807,52917,2.4576
59709,57590,21696.9
64503,29135,1500
14028,3,1446.46
36594,46831,0.6
29861,52917,9.8304
16893,38,2169.69
25364,4067,0.361615
39928,45101,0.8832
3807,44270,0.275
2355,3,24.9990597
52376,44270,0.55
52376,44270,0.55
30578,25045,15.009
2337,68,8773.1328
8706,29975,1379.933826
33544,29135,351.879
38878,163,187.1312062
24528,38,14464.6
18103,14553,1203.6
46831,36594,0.6
4298,29135,1500
3807,52917,39.3216
43978,36594,1.2
25364,4067,0.72323
40440,4865,2.89292
52376,44270,4.4
12844,22098,0.6144
33614,65850,30
4865,40440,2.89292
4865,20571,0.72323
4865,40440,1.44646
12844,22098,2.4576
46831,36594,0.3
39370,3,659.58576
225,38887,0.9165
4754,47,18.5
33027,37490,0.6144
46831,36594,0.3
25364,4067,0.361615
20571,4865,0.72323
1752,3,40.573203
42348,68,3993.4752
56978,14553,165.9465
23988,3,6002.809
39928,47246,3.696
13411,38,47.00995
64016,44550,14.85
28140,3,36.1615
29859,38,113.9581939
527,38,302.31014
36047,14553,65.55
52376,44270,2.2
43978,46831,0.15
10308,18067,0.0375
15896,5218,0.96
7217,70,11.17496665
33027,37490,0.3072
10308,37490,0.3072
15896,5218,0.96
52376,44270,17.6
4865,20571,5.78584
28958,24884,494.319366
25364,4067,0.72323
10308,18067,0.3
52376,44270,0.275
32686,3,7.304623
271,876,5
40440,20571,0.72323
528,14553,1504.5
63990,38,3.61615
23193,10327,1.7313
48829,4206,1.73E-05
68,52248,0.048
381,38,10848.45
52376,44270,2.2
43978,46831,0.3
20968,645,1050
33027,20219,0.3
63267,1074,8.1
35321,55466,0.00765
40440,20571,0.72323
26410,14553,4650
5296,68,2857.008
52376,44270,0.275
40440,20571,0.72323
52376,44270,0.275
2999,241,0.03452
64016,44550,1200
29967,14553,21.3
116,14553,1395
8264,3,5.06261
52376,44270,4.4
33027,37490,0.0768
30636,3,171.767125
4440,17978,286.464
36594,46831,0.6
2369,7829,30
33582,17,10.76
46831,36594,0.3
20571,4865,1.44646
33027,20219,7.515781499
1845,5727,699.7803521
36594,46831,0.3
46831,36594,0.6
8881,375,4.54E-05
46831,36594,2.4
25364,4067,0.72323
51600,38,0.72323
24508,3,7232.3
8706,2337,433.938
15560,15561,10852.14
39928,42764,0.0192
4865,40440,1.44646
33027,37490,0.3072
35321,56200,0.00765
28118,110,582.9
11895,22098,2.4576
53,3849,2.043
36594,46831,0.3
32868,14553,3911.7
18414,42,44.3445
10973,42,675
38724,400,8.67876
33614,752,150
53551,3,13733.41447
70,7217,0.217308918
12802,19791,0.144
14774,519,0.087
860,2840,0.003452
816,12802,4.7712
25364,4067,0.361615
31317,38,50.6261
3005,5685,27
25364,4067,0.072323
52376,44270,8.8
4771,38,72.323
40440,20571,0.72323
45608,42,16.5
52376,44270,0.55
12844,22098,0.6144
24783,3,368.8473
11895,22098,9.8304
52376,44270,0.1266562
22776,24,1450.56
17785,1379,0.002497
4865,24748,1201.2
12377,34612,0.72323
1169,3,1.663429
33027,20219,4.8
12844,11895,1.2
118,816,3573.0912
22098,11895,0.3
25364,4067,0.72323
665,14553,60.624
1845,17275,7.2323
2369,25183,225
48018,38,104.1451128
43978,46831,0.3
4865,22098,723.23
33027,20219,40.21099995
34808,38156,8.5632
52376,44270,1.1
11895,22098,0.6144
20219,37490,0.6144
33027,20219,1.2
25364,4067,0.361615
58532,3,723.23
410,810,723.23
33445,52312,78.92
36594,46831,0.6
39928,65584,0.0384
34717,3,1084.845
24884,40269,1611.4485
1783,40,10.9145
30347,10514,63.0555
46831,36594,0.3
40440,4865,2.89292
8706,4945,7261.332622
23235,3,2549.819681
58386,24,24.235
22098,11895,0.3
26410,1516,960
1845,4198,80.1845101
9094,3,3399.181
12844,11895,0.3
21852,747,0.150000024
31567,3,2473.446593
33039,70,0.3833119
38308,11895,2.4
25600,10514,3007.5
29061,3,59919.60549
35321,51782,0.00765
66262,38,357.99885
53832,40,0.4875
194,14484,0.192
66465,3972,9.6
52376,44270,0.1375
3408,1074,16.095
22098,11895,1.2
3929,227,0.259
36594,46831,0.3
12377,34979,0.15
11895,22098,0.3
5727,3,3616.15
25364,4067,0.72323
36594,46831,0.15
20375,3,144.646
52376,44270,0.275
36594,46831,0.3
35321,21521,0.00765
3807,44270,0.275
48829,4206,1.73E-05
33027,37490,0.453865296
20375,3,279.2101738
45860,29135,600
38406,14553,526.575
1845,31662,96.92004507
42701,21000,0.825
8473,38,0.72323
35321,40807,0.00765
5720,42,263.91
29135,64503,300
25364,4067,0.72323
34612,34979,0.3
34729,18575,0.011
39928,41183,0.0384
18067,37490,0.1536
28958,14261,0.001973
29861,52917,0.3072
3,8706,180807.5
54731,9088,0.0096
25364,4067,0.72323
12844,22098,2.4576
410,3922,72.323
36594,46831,0.3
32587,48829,1.73E-05
66465,3972,96
15896,5218,0.96
856,101,38.5
36594,43978,0.3
33614,26345,60
52376,44270,4.4
2928,14553,451.5
46831,43978,0.15
22098,11895,0.3
29861,52917,0.6144
3807,52917,2.4576
6718,3,3616.15
55703,10514,183.9672
22098,11895,1.2
3325,24123,2.5
37490,18067,0.075
810,3,1446.46
20375,3,548.642278
816,16393,47.04
31589,816,20138.5056
3807,44270,8.8
6245,38,0.72323
52376,44270,0.275
33027,20219,5.999999699
3807,52917,9.8304
63383,3,36.1615
46831,36594,1.2
4440,20665,0.048
14295,5685,43.8
33027,20219,0.6
20751,42,12.6315
3807,52917,4.9152
4865,20571,0.72323
11895,22098,0.6
20219,37490,4.9152
410,25183,1431.9954
36594,46831,2.4
38932,1074,36
3807,52917,1.2288
36594,46831,0.6
36148,3,0.041122858
9511,28326,1131.4002
46831,36594,0.6
59709,57590,36161.5
20219,24884,721.78354
18658,70,7.2323
43978,36594,0.3
33027,37490,1.2288
14028,3,723.23
12844,22098,2.4576
25364,4067,1.44646
46831,36594,0.15
15764,38,1663.428993
11451,11452,2.595999989
12802,45324,0.4608
31114,14553,1.05
34612,34979,0.3
64016,44550,900
748,1095,0.0096
271,876,5
52796,400,33.99181
52376,44270,0.1375
29861,52917,0.6144
410,4754,54.24225
4865,40440,0.72323
5433,13054,8.88
33614,48369,1500
37490,24664,0.72323
10788,632,11.4662868
40017,24748,150.15
52376,44270,1.1
4440,10564,95.5008
11126,3,494.3356605
52376,44270,1.1
22675,29135,133.929
4865,40440,0.361615
70,810,327.62319
52492,3,3909.353148
35321,50717,0.00765
40442,29135,45
29135,570,1800
15896,5218,0.96
25364,4067,0.72323
36594,46831,1.2
16224,14553,151.5
8662,10514,1504.5
4865,40440,2.89292
12802,23456,1.6032
20571,40440,5.78584
33027,20219,0.6
12844,11895,0.6
391,29135,15.6
40440,20571,0.361615
64503,29135,1500
33027,37490,0.1536
7451,14553,7.8
1845,17275,7.2323
25364,4067,0.72323
3807,52917,4.9152
38308,11895,0.6
1211,107,22
2088,53,0
38678,14553,7515
26227,7,4803.5136
2972,3,598.183533
12844,22098,49.0985558
3807,44270,0.275
65605,70,0.017848
33614,49503,30
24664,37490,0.72323
10308,37490,2.4576
25364,4067,0.72323
43978,36594,0.6
24329,38,723.9532228
32708,5685,1445.7
25364,4067,0.72323
43890,11936,0.09
39928,63871,0.048
34612,34979,0.15
3807,52917,0.6144
52492,3,511.4033389
25364,4067,0.361615
10308,37490,2.4576
5727,21596,1.5
35321,42629,0.00765
40440,20571,2.89292
57624,101,57.8584
36594,46831,4.8
33027,37490,0.0384
3807,52917,2.4576
289,5470,0.026772
40161,42,0.471
33027,37490,0.0384
3807,52917,2.4576
20571,4865,2.89292
1712,38,406.599906
52376,44270,2.2
3807,52917,1.2288
1512,29975,2.152
65832,38,0.867868768
61,31471,3.64E-04
5536,400,128.8723537
8390,42,0.3
20219,37490,0.3072
33547,38,72.323
3807,52917,7.20E-04
410,15908,72.323
46831,36594,0.6
20571,40440,2.89292
44564,3,0.0072323
55818,1106,496.2
4865,40440,2.89292
2369,44947,75
3122,3972,0.930537
25364,4067,0.361615
3807,52917,1.2288
26618,3,37.60796
11330,14553,7.5
20571,4865,0.72323
10308,18067,0.01875
10943,10240,576
3807,44270,4.4
33614,40896,60
4865,40440,5.78584
29083,38,94.0199
15896,5218,0.96
25364,4067,0.72323
15896,5218,0.96
14028,3,723.23
24915,38,57858.4
43293,43294,282.0597
271,876,5
46831,36594,0.15
15896,5218,0.96
34729,9508,0.011
25364,4067,0.72323
25364,4067,0.72323
20219,37490,0.6144
11895,22098,0.3072
9690,17706,786.63585
12350,38,76.13080595
6356,14553,752.25
12844,22098,2.4576
11895,22098,0.3072
22098,11895,0.3
15896,5218,0.96
19787,110,1614.97143
25364,4067,0.361615
1505,13536,5.5
14028,3,1446.46
26970,38,3616.15
52376,44270,0.55
33614,14595,450
42275,14553,151.5
10308,18067,0.0375
12844,22098,2.4576
29861,52917,39.3216
12844,11895,0.15
12844,22098,4.9152
36594,46831,0.3
51947,17,344.32
1660,3,0.0072323
1516,26410,288
